Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,7664632,,,,7664632,,4461723,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,325009917,,,,325009917,,223917392,,,0
H1,2002,2002,2002,4,0,4,Re-Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1120777,,,,1120777,,632308,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,8,Albania,ALB,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,72000,,,,72000,,65034,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,3189800,,,,3189800,,1537443,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,32,Argentina,ARG,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,144000,,,,144000,,74916,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,5619,,,,5619,,10688,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1464647,,,,1464647,,1236237,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,25000,,,,25000,,5000,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,51,Armenia,ARM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,36000,,,,36000,,19440,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,8383485,,,,8383485,,4514634,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,68,Bolivia (Plurinational State of),BOL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,18000,,,,18000,,7560,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,252225,,,,252225,,542659,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,40000,,,,40000,,14000,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,96,Brunei Darussalam,BRN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,17452,,,,17452,,32502,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,7081310,,,,7081310,,3557807,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,116,Cambodia,KHM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,343,,,,343,,1385,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,120,Cameroon,CMR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,18000,,,,18000,,10350,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,124,Canada,CAN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1202491,,,,1202491,,1511293,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,152,Chile,CHL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,15000,,,,15000,,13500,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,51848,,,,51848,,54372,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,542036,,,,542036,,334599,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,170,Colombia,COL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,19085,,,,19085,,36566,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,188,Costa Rica,CRI,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,135000,,,,135000,,55123,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,203,Czechia,CZE,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1234500,,,,1234500,,456623,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1580379,,,,1580379,,1055526,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,233,Estonia,EST,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1221600,,,,1221600,,378410,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,238,Falkland Isds (Malvinas),FLK,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,113056,,,,113056,,69861,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,239,South Georgia and the South Sandwich Islands,SGS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,24200,,,,24200,,48625,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,246,Finland,FIN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,5400,,,,5400,,65835,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,6120,,,,6120,,11208,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,3827051,,,,3827051,,1710652,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,258,French Polynesia,PYF,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,207900,,,,207900,,93555,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,268,Georgia,GEO,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,4848772,,,,4848772,,2361986,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,73038,,,,73038,,24522,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,53562750,,,,53562750,,28862423,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,250,,,,250,,152,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1997700,,,,1997700,,1057797,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1083292,,,,1083292,,1151004,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,348,Hungary,HUN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,906000,,,,906000,,333894,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,352,Iceland,ISL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,6000,,,,6000,,12480,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,360,Indonesia,IDN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1120777,,,,1120777,,632308,,,0
H1,2002,2002,2002,4,0,4,Re-Import,360,Indonesia,IDN,360,Indonesia,IDN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1120777,,,,1120777,,632308,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,364,Iran,IRN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1890000,,,,1890000,,1050230,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,372,Ireland,IRL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,162000,,,,162000,,293400,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,15011183,,,,15011183,,8950434,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,173065,,,,173065,,124205,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,56879307,,,,56879307,,48374994,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,153584,,,,153584,,67285,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,404,Kenya,KEN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,205200,,,,205200,,61560,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,404,Kenya,KEN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,55200,,,,55200,,39192,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,5035,,,,5035,,5095,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,15267044,,,,15267044,,7307077,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,414,Kuwait,KWT,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,17000,,,,17000,,14875,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,418,Lao People's Dem. Rep.,LAO,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,282000,,,,282000,,121806,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,422,Lebanon,LBN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,54600,,,,54600,,26568,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,446,"China, Macao SAR",MAC,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,107999,,,,107999,,81113,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,112029,,,,112029,,154907,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,10061170,,,,10061170,,5879851,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,72115,,,,72115,,25214,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,5589,,,,5589,,3187,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,3805238,,,,3805238,,4425109,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,496,Mongolia,MNG,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,36000,,,,36000,,20556,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,504,Morocco,MAR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,6406400,,,,6406400,,3384847,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,512,Oman,OMN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,148000,,,,148000,,79077,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,516,Namibia,NAM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,111600,,,,111600,,75999,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,42,,,,42,,86,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,3592168,,,,3592168,,2947380,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,324001,,,,324001,,385651,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,562,Niger,NER,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,18000,,,,18000,,35100,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,566,Nigeria,NGA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,178500,,,,178500,,121944,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,579,Norway,NOR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,88560,,,,88560,,138986,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,583,FS Micronesia,FSM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,8840,,,,8840,,19008,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,586,Pakistan,PAK,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,62146,,,,62146,,45535,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,598,Papua New Guinea,PNG,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,490,,,,490,,952,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1984289,,,,1984289,,1126552,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,616,Poland,POL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,15452580,,,,15452580,,6932581,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,620,Portugal,PRT,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1632316,,,,1632316,,953884,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,879081,,,,879081,,550872,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,5387,,,,5387,,8911,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,642,Romania,ROU,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,10296200,,,,10296200,,4601081,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,749596,,,,749596,,345863,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,682,Saudi Arabia,SAU,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,239865,,,,239865,,117297,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,690,Seychelles,SYC,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,33000,,,,33000,,53774,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,2355000,,,,2355000,,775219,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,206232,,,,206232,,625325,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,12642732,,,,12642732,,9115562,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,4130913,,,,4130913,,1350791,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,70950,,,,70950,,92860,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,705,Slovenia,SVN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,180000,,,,180000,,72000,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,7281000,,,,7281000,,2785354,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,3414541,,,,3414541,,1647701,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,92000,,,,92000,,165650,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,57,,,,57,,1036,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1802380,,,,1802380,,1296497,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,35337,,,,35337,,135023,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,768,Togo,TGO,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,7381,,,,7381,,26765,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,776,Tonga,TON,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1490,,,,1490,,1476,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,780,Trinidad and Tobago,TTO,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,37706,,,,37706,,18122,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,375215,,,,375215,,307007,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,788,Tunisia,TUN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,698313,,,,698313,,334997,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,18000,,,,18000,,11700,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,130206,,,,130206,,58218,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,804,Ukraine,UKR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,36000,,,,36000,,42390,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,3874195,,,,3874195,,2091939,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,178,,,,178,,488,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,10480446,,,,10480446,,5299184,,,0
H1,2002,2002,2002,4,0,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,80543,,,,80543,,120068,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,43382806,,,,43382806,,50840239,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,858,Uruguay,URY,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,120000,,,,120000,,101250,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,862,Venezuela,VEN,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,15000,,,,15000,,6525,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,882,Samoa,WSM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,2010,,,,2010,,7035,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,887,Yemen,YEM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,10123,,,,10123,,1750,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,891,Serbia and Montenegro,SCG,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,54000,,,,54000,,30240,,,0
H1,2002,2002,2002,4,0,2,Export,360,Indonesia,IDN,894,Zambia,ZMB,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,41250,,,,41250,,102697,,,0
H1,2003,2003,2003,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,4396627,,,,4396627,,5893493,,,0
H1,2003,2003,2003,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,323903645,,,,323903645,,259106580,,,0
H1,2003,2003,2003,4,0,4,Re-Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1212554,,,,1212554,,759071,,,0
H1,2003,2003,2003,4,0,2,Export,360,Indonesia,IDN,8,Albania,ALB,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,252000,,,,252000,,190800,,,0
H1,2003,2003,2003,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,5440200,,,,5440200,,2956777,,,0
H1,2003,2003,2003,4,0,2,Export,360,Indonesia,IDN,16,American Samoa,ASM,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,21001,,,,21001,,73506,,,0
H1,2003,2003,2003,4,0,1,Import,360,Indonesia,IDN,20,Andorra,AND,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,4430,,,,4430,,17666,,,0
H1,2003,2003,2003,4,0,2,Export,360,Indonesia,IDN,28,Antigua and Barbuda,ATG,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,54000,,,,54000,,28728,,,0
H1,2003,2003,2003,4,0,1,Import,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,20947,,,,20947,,22650,,,0
H1,2003,2003,2003,4,0,2,Export,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,1222362,,,,1222362,,1389254,,,0
H1,2003,2003,2003,4,0,1,Import,360,Indonesia,IDN,40,Austria,AUT,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,2,,,,2,,2,,,0
H1,2003,2003,2003,4,0,2,Export,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,18577,,,,18577,,14632,,,0
H1,2003,2003,2003,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,0901,"Coffee, coffee husks and skins and coffee substitutes",8,Weight in kilograms,4217981,,,,4217981,,3446919,,,0
