Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,5214058,,,,5214058,,8059724,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,124,Canada,CAN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,2607297,,,,2607297,,9647671,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,755,,,,755,,33316,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,3033726,,,,3033726,,5521487,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,170,Colombia,COL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,38863,,,,38863,,173955,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,188,Costa Rica,CRI,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,1035,,,,1035,,6143,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,188,Costa Rica,CRI,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,37200,,,,37200,,67332,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,203,Czechia,CZE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,1270800,,,,1270800,,1817732,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,613700,,,,613700,,1519624,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,218,Ecuador,ECU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,8558880,,,,8558880,,11978640,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,231,Ethiopia,ETH,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,37365,,,,37365,,179004,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,233,Estonia,EST,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,669600,,,,669600,,930351,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,246,Finland,FIN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,38400,,,,38400,,72192,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,6035101,,,,6035101,,9123963,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,268,Georgia,GEO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,9077398,,,,9077398,,13650939,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,21157,,,,21157,,31938,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,63688463,,,,63688463,,107943775,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,296,Kiribati,KIR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,10196,,,,10196,,15609,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,790198,,,,790198,,1333817,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,316,Guam,GUM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,8222,,,,8222,,95872,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,320,Guatemala,GTM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,18765,,,,18765,,55015,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,134,,,,134,,475,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,880619,,,,880619,,1680881,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,352,Iceland,ISL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,18000,,,,18000,,67500,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,360,Indonesia,IDN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,348040,,,,348040,,749610,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,364,Iran,IRN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,3373472,,,,3373472,,5401807,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,372,Ireland,IRL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,195600,,,,195600,,706260,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,376,Israel,ISR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,37200,,,,37200,,93960,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,72059,,,,72059,,777834,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,26770686,,,,26770686,,43225743,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,388,Jamaica,JAM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,353,,,,353,,20298,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,335962,,,,335962,,518764,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,59196678,,,,59196678,,118954012,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,19200,,,,19200,,64067,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,404,Kenya,KEN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,18000,,,,18000,,43020,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,408,Dem. People's Rep. of Korea,PRK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,151200,,,,151200,,245700,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,143,,,,143,,12220,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,5213731,,,,5213731,,9309117,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,418,Lao People's Dem. Rep.,LAO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,134400,,,,134400,,175742,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,418,Lao People's Dem. Rep.,LAO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,36000,,,,36000,,150600,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,422,Lebanon,LBN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,74707,,,,74707,,202940,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,428,Latvia,LVA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,93000,,,,93000,,215760,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,434,Libya,LBY,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,38200,,,,38200,,86789,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,186247,,,,186247,,285769,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,26431323,,,,26431323,,36918863,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,462,Maldives,MDV,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,30,,,,30,,30,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,70,,,,70,,364,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,3207320,,,,3207320,,6722271,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,7526,,,,7526,,5952,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,5704886,,,,5704886,,14932534,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,504,Morocco,MAR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,8369097,,,,8369097,,12488807,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,2630581,,,,2630581,,5415001,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,498336,,,,498336,,1913263,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,579,Norway,NOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,184800,,,,184800,,681888,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,598,Papua New Guinea,PNG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,61,,,,61,,320,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,18649,,,,18649,,30391,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,5974194,,,,5974194,,8796915,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,616,Poland,POL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,345600,,,,345600,,801616,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,620,Portugal,PRT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,1227900,,,,1227900,,1860980,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,530180,,,,530180,,475005,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,14744,,,,14744,,23322,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,642,Romania,ROU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,2219400,,,,2219400,,3395577,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,9823801,,,,9823801,,16999326,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,682,Saudi Arabia,SAU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,100,,,,100,,470,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,682,Saudi Arabia,SAU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,37496,,,,37496,,180819,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,545500,,,,545500,,945362,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,9733295,,,,9733295,,13270235,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,254758,,,,254758,,969431,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,6098328,,,,6098328,,9605071,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,14666207,,,,14666207,,20699500,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,1242450,,,,1242450,,1608041,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,705,Slovenia,SVN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,57600,,,,57600,,185885,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,5261995,,,,5261995,,8203675,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,7679309,,,,7679309,,11735918,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,1429896,,,,1429896,,3218675,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,130,,,,130,,6066,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,2750334,,,,2750334,,4685522,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,846,,,,846,,1673,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,1406400,,,,1406400,,2202738,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,724786,,,,724786,,1488800,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,8568,,,,8568,,34626,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,804,Ukraine,UKR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,91794,,,,91794,,237040,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,12024667,,,,12024667,,19009284,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,24343156,,,,24343156,,39136280,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,125935,,,,125935,,34309,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,206577,,,,206577,,994589,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",8,Weight in kilograms,63069710,,,,63069710,,176410417,,,0
H3,2010,2010,2010,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,1905,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",8,Weight in kilograms,15485068,,,,15485068,,37603723,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,1905,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",8,Weight in kilograms,85004366,,,,85004366,,196133535,,,0
H3,2010,2010,2010,4,0,2,Export,360,Indonesia,IDN,4,Afghanistan,AFG,,,,,,,,1905,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",8,Weight in kilograms,1903,,,,1903,,6180,,,0
