Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,52747227,,,,52747227,,117195614,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,448590626,,,,448590626,,1249518765,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,8,Albania,ALB,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,55800,,,,55800,,131037,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,10488900,,,,10488900,,21970369,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,57667,,,,57667,,659715,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,8022208,,,,8022208,,25718296,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,40,Austria,AUT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1,,,,1,,75,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,51,Armenia,ARM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1256100,,,,1256100,,2798002,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,15431382,,,,15431382,,38638501,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2152200,,,,2152200,,9955606,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,96,Brunei Darussalam,BRN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,55734,,,,55734,,179767,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2121400,,,,2121400,,4340013,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,124,Canada,CAN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3135,,,,3135,,32106,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,124,Canada,CAN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2706600,,,,2706600,,17287327,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,655554,,,,655554,,2024924,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,11886839,,,,11886839,,26675344,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,170,Colombia,COL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19957,,,,19957,,124691,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,188,Costa Rica,CRI,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,138,,,,138,,908,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,203,Czechia,CZE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,712870,,,,712870,,1425985,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,230320,,,,230320,,904753,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,218,Ecuador,ECU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,4905600,,,,4905600,,10121287,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,231,Ethiopia,ETH,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,600,,,,600,,4697,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,233,Estonia,EST,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19200,,,,19200,,38323,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,246,Finland,FIN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1920,,,,1920,,8755,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1809,,,,1809,,54394,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,8831960,,,,8831960,,17142801,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,268,Georgia,GEO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,9133500,,,,9133500,,19323357,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,20885,,,,20885,,137687,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,50984476,,,,50984476,,116922536,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,296,Kiribati,KIR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,216,,,,216,,5355,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3118290,,,,3118290,,6483519,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,316,Guam,GUM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,8191,,,,8191,,116752,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,320,Guatemala,GTM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,121371,,,,121371,,540893,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1412488,,,,1412488,,3466382,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,352,Iceland,ISL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19200,,,,19200,,139200,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,360,Indonesia,IDN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,498120,,,,498120,,1232761,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,364,Iran,IRN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1206600,,,,1206600,,1810721,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,372,Ireland,IRL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,292800,,,,292800,,1610955,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,376,Israel,ISR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,56400,,,,56400,,295080,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,68155,,,,68155,,1242095,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,29080809,,,,29080809,,64638485,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,388,Jamaica,JAM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,700,,,,700,,39025,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,258044,,,,258044,,523531,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,51438963,,,,51438963,,145745126,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,153412,,,,153412,,495275,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,404,Kenya,KEN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,36000,,,,36000,,87840,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,453,,,,453,,6892,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1398885,,,,1398885,,7493225,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,418,Lao People's Dem. Rep.,LAO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,115200,,,,115200,,247500,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,428,Latvia,LVA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,56440,,,,56440,,275173,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,434,Libya,LBY,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19200,,,,19200,,60105,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,446,"China, Macao SAR",MAC,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,18300,,,,18300,,45510,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,34607,,,,34607,,297809,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,34291771,,,,34291771,,70494470,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1811400,,,,1811400,,5800773,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,34344,,,,34344,,82295,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,4527449,,,,4527449,,18493770,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,504,Morocco,MAR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,11268600,,,,11268600,,24035579,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1039853,,,,1039853,,6400619,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,49,,,,49,,820,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,508600,,,,508600,,3220394,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,579,Norway,NOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,140100,,,,140100,,798000,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,580,N. Mariana Isds,MNP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,250,,,,250,,2030,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,586,Pakistan,PAK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,10000,,,,10000,,48250,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,591,Panama,PAN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,60,,,,60,,387,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,598,Papua New Guinea,PNG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,300,,,,300,,2280,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,11727511,,,,11727511,,25101980,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,616,Poland,POL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,727001,,,,727001,,1449197,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,620,Portugal,PRT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1960200,,,,1960200,,3984859,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,677365,,,,677365,,598987,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,56980,,,,56980,,166979,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,642,Romania,ROU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1362072,,,,1362072,,2867566,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19761300,,,,19761300,,43733947,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,682,Saudi Arabia,SAU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,60390,,,,60390,,392676,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,57650,,,,57650,,223575,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19884002,,,,19884002,,38752418,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,667991,,,,667991,,2818878,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,9157755,,,,9157755,,32332877,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,46674389,,,,46674389,,94133003,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3646802,,,,3646802,,6713039,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,705,Slovenia,SVN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,205800,,,,205800,,385161,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3480000,,,,3480000,,7655519,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1129200,,,,1129200,,2591443,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1287650,,,,1287650,,4314772,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,328,,,,328,,12814,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,489626,,,,489626,,1933893,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,21105,,,,21105,,42782,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,735700,,,,735700,,1551614,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,455506,,,,455506,,1203049,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,807,North Macedonia,MKD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,90000,,,,90000,,239379,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,17594566,,,,17594566,,38090765,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,850,,,,850,,14942,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,16312390,,,,16312390,,39233392,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,175140,,,,175140,,390284,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,393060,,,,393060,,1661418,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,69743149,,,,69743149,,331223039,,,0
H4,2013,2013,2013,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,15800296,,,,15800296,,38838385,,,0
H4,2013,2013,2013,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,534025073,,,,534025073,,1174044469,,,0
H4,2013,2013,2013,4,0,2,Export,360,Indonesia,IDN,8,Albania,ALB,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19200,,,,19200,,42142,,,0
H4,2013,2013,2013,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,24265500,,,,24265500,,43622145,,,0
H4,2013,2013,2013,4,0,1,Import,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,45755,,,,45755,,420688,,,0
H4,2013,2013,2013,4,0,2,Export,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,6655555,,,,6655555,,17977022,,,0
H4,2013,2013,2013,4,0,2,Export,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3000,,,,3000,,12150,,,0
H4,2013,2013,2013,4,0,2,Export,360,Indonesia,IDN,51,Armenia,ARM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1393200,,,,1393200,,2854611,,,0
H4,2013,2013,2013,4,0,1,Import,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,111,,,,111,,3194,,,0
H4,2013,2013,2013,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,20833448,,,,20833448,,45362967,,,0
