Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,152,,,,152,,5445,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,75530,,,,75530,,403639,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,218,Ecuador,ECU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,720000,,,,720000,,1008000,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,222,El Salvador,SLV,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,414,,,,414,,4883,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,231,Ethiopia,ETH,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,42787,,,,42787,,168941,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,246,Finland,FIN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1,,,,1,,72,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,246,Finland,FIN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,153605,,,,153605,,480849,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1891,,,,1891,,38643,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,4376572,,,,4376572,,7717339,,,6
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,268,Georgia,GEO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,12748000,,,,12748000,,20073840,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,42742,,,,42742,,240342,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,21322748,,,,21322748,,49596250,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,288,Ghana,GHA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2,,,,2,,20,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1975800,,,,1975800,,3095340,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,316,Guam,GUM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2706,,,,2706,,33893,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,320,Guatemala,GTM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,5899,,,,5899,,26403,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,340,Honduras,HND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1135,,,,1135,,7247,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,35,,,,35,,575,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,997267,,,,997267,,2180260,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,352,Iceland,ISL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,15000,,,,15000,,72000,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,364,Iran,IRN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1432740,,,,1432740,,2698254,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,372,Ireland,IRL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,275800,,,,275800,,984540,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,376,Israel,ISR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,199201,,,,199201,,639215,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,29228,,,,29228,,340783,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,27237529,,,,27237529,,44277971,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,384,Côte d'Ivoire,CIV,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1,,,,1,,7,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2281,,,,2281,,31192,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,23484293,,,,23484293,,56049267,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,42,,,,42,,113,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,404,Kenya,KEN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2361,,,,2361,,18202,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,488,,,,488,,8291,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2888224,,,,2888224,,9617581,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,414,Kuwait,KWT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1,,,,1,,32,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,418,Lao People's Dem. Rep.,LAO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,16,,,,16,,98,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,422,Lebanon,LBN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19200,,,,19200,,32149,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,428,Latvia,LVA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,68760,,,,68760,,200133,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,446,"China, Macao SAR",MAC,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19200,,,,19200,,32832,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,444337,,,,444337,,3573595,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,38551482,,,,38551482,,62838500,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3685,,,,3685,,11954,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,162000,,,,162000,,723906,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,30157,,,,30157,,169574,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,5082692,,,,5082692,,16266460,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,504,Morocco,MAR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,9603701,,,,9603701,,15549171,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,512,Oman,OMN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,36112,,,,36112,,103324,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,103,,,,103,,1954,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1491198,,,,1491198,,5725700,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,11,,,,11,,249,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,338831,,,,338831,,1582854,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,558,Nicaragua,NIC,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2496,,,,2496,,8162,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,566,Nigeria,NGA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1,,,,1,,77,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,579,Norway,NOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,110,,,,110,,1567,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,579,Norway,NOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,157273,,,,157273,,699139,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,586,Pakistan,PAK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1100,,,,1100,,4150,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,591,Panama,PAN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,44,,,,44,,1608,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,598,Papua New Guinea,PNG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,6258,,,,6258,,25764,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,604,Peru,PER,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,138,,,,138,,1192,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,74,,,,74,,797,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,6535503,,,,6535503,,10116327,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,616,Poland,POL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,21260,,,,21260,,39986,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,620,Portugal,PRT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,328800,,,,328800,,532218,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,778018,,,,778018,,535136,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,773517,,,,773517,,2164725,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,634,Qatar,QAT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2490,,,,2490,,26767,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,642,Romania,ROU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,585610,,,,585610,,951590,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,6,,,,6,,57,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,24182272,,,,24182272,,36672225,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,646,Rwanda,RWA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,662,,,,662,,6563,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,682,Saudi Arabia,SAU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,17,,,,17,,59,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,682,Saudi Arabia,SAU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,240130,,,,240130,,1367243,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19268,,,,19268,,44798,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19997951,,,,19997951,,24573140,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2568,,,,2568,,21849,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,5226579,,,,5226579,,10422175,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,8742922,,,,8742922,,15437848,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,6424029,,,,6424029,,9650957,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,705,Slovenia,SVN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,25,,,,25,,1269,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,705,Slovenia,SVN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,380,,,,380,,2720,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,190800,,,,190800,,938952,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,254,,,,254,,7268,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,12557242,,,,12557242,,19675649,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,24,,,,24,,908,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,227200,,,,227200,,567084,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,27627,,,,27627,,1377531,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,22,,,,22,,342,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,97,,,,97,,399,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3065583,,,,3065583,,5269630,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,768,Togo,TGO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,158,,,,158,,1200,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,15,,,,15,,430,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1278586,,,,1278586,,2664050,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,23,,,,23,,231,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,76386,,,,76386,,230599,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,800,Uganda,UGA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,10077,,,,10077,,24185,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,804,Ukraine,UKR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,133817,,,,133817,,242563,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,6,,,,6,,15,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,32539711,,,,32539711,,55042166,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1696,,,,1696,,23688,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,21349495,,,,21349495,,39780169,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1746,,,,1746,,8749,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,98544,,,,98544,,1032496,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,54487582,,,,54487582,,202452242,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,860,Uzbekistan,UZB,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,210,,,,210,,1643,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,862,Venezuela,VEN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2,,,,2,,20,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,899,"Areas, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,889641,,,,889641,,2120500,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",8,Weight in kilograms,28566487,,,,28566487,,85777587,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",8,Weight in kilograms,234760835,,,,234760835,,647343325,,,6
